Key	en	de	ja	pl	es	fr	zh-Hans	it	ko	pt	ru	uk	ca	zh	cs	da	nl	et	fi	el	hu	no	pt-BR	ro	sk	es-419	sv	tr
HediffDef&KokuAdvancedBionicGunArm.labelNoun	an advanced bionic gun arm	ein fortschrittlicher bionischer Waffenarm	先進的なバイオニックガンアーム	zaawansowane ramię z bronią bioniczną	un brazo de pistola biónico avanzado	un bras de pistolet bionique avancé	先进的仿生枪臂	un braccio armato bionico avanzato	고급 생체 공학 총 팔	um braço de arma biônico avançado	усовершенствованная бионическая рука-пушка	передова біонічна зброя	un braç de pistola biònic avançat	先进的仿生枪臂	pokročilé rameno bionické zbraně	en avanceret bionisk pistolarm	een geavanceerde bionische pistoolarm	täiustatud biooniline relva käsi	kehittynyt bioninen asevarsi	ένα προηγμένο βιονικό βραχίονα όπλου	fejlett bionikus fegyverkar	en avansert bionisk pistolarm	um braço de arma biônico avançado	un braț de armă bionic avansat	pokročilé rameno bionického zbrane	un brazo de pistola biónico avanzado	en avancerad bionisk pistolarm	gelişmiş bir biyonik silah kolu
HediffDef&KokuAdvancedBionicGunArm.description	An installed advanced bionic gun arm.	Ein installierter fortschrittlicher bionischer Waffenarm.	先進的なバイオニックガンアームを搭載。	Zainstalowane zaawansowane ramię z pistoletem bionicznym.	Un brazo de pistola biónico avanzado instalado.	Un bras de pistolet bionique avancé installé.	安装了先进的仿生枪臂。	Un braccio di pistola bionico avanzato installato.	설치된 첨단 생체 공학 총 팔.	Um braço de arma biônica avançado instalado.	Установленная усовершенствованная бионическая рука-пушка.	Встановлена ​​вдосконалена біонічна рукоятка.	Un braç de pistola biònic avançat instal·lat.	安装了先进的仿生枪臂。	Instalované pokročilé rameno bionické zbraně.	En installeret avanceret bionisk pistolarm.	Een geïnstalleerde geavanceerde bionische pistoolarm.	Paigaldatud täiustatud biooniline püstol.	Asennettu edistyksellinen bioninen aseen varsi.	Ένας εγκατεστημένος προηγμένος βραχίονας βιονικού όπλου.	Beépített fejlett bionikus fegyverkar.	En installert avansert bionisk pistolarm.	Um braço de arma biônica avançado instalado.	Un braț bionic avansat instalat.	Inštalované pokročilé rameno bionického pištole.	Un brazo de pistola biónico avanzado instalado.	En installerad avancerad bionisk pistolarm.	Takılı gelişmiş bir biyonik silah kolu.
HediffDef&KokuAdvancedBionicGunArm.comps.tools.advanced bionic gun arm.label	advanced bionic gun arm	fortschrittlicher bionischer Waffenarm	先進的なバイオニックガンアーム	zaawansowane ramię z bronią bioniczną	brazo de pistola biónica avanzada	bras de pistolet bionique avancé	先进仿生枪臂	braccio armato bionico avanzato	고급 생체 공학 총 팔	braço de arma biônico avançado	усовершенствованная бионическая рука-пушка	просунута біонічна рука	braç biònic avançat	先进仿生枪臂	pokročilé rameno bionické zbraně	avanceret bionisk pistolarm	geavanceerde bionische pistoolarm	täiustatud biooniline relva käsi	kehittynyt bioninen aseen varsi	προηγμένος βραχίονας βιονικού όπλου	fejlett bionikus fegyverkar	avansert bionisk pistolarm	braço de arma biônico avançado	braț de armă bionic avansat	pokročilé rameno bionického zbrane	brazo de pistola biónica avanzada	avancerad bionisk pistolarm	gelişmiş biyonik silah kolu
HediffDef&KokuAdvancedBionicEMPArm.label	Advanced bionic EMP arm	Fortschrittlicher bionischer EMP-Arm	先進的なバイオニックEMPアーム	Zaawansowane bioniczne ramię EMP	Brazo EMP biónico avanzado	Bras EMP bionique avancé	先进仿生电磁脉冲臂	Braccio EMP bionico avanzato	고급 생체공학 EMP 팔	Braço EMP biônico avançado	Усовершенствованная бионическая ЭМИ-рука	Удосконалена біонічна рука EMP	Braç EMP biònic avançat	先进仿生电磁脉冲臂	Pokročilé bionické EMP rameno	Avanceret bionisk EMP-arm	Geavanceerde bionische EMP-arm	Täiustatud biooniline EMP vars	Kehittynyt bioninen EMP-varsi	Προηγμένος βιονικός βραχίονας EMP	Fejlett bionikus EMP kar	Avansert bionisk EMP-arm	Braço EMP biônico avançado	Braț EMP bionic avansat	Pokročilé bionické EMP rameno	Brazo EMP biónico avanzado	Avancerad bionisk EMP-arm	Gelişmiş biyonik EMP kolu
HediffDef&KokuAdvancedBionicEMPArm.labelNoun	an installed advanced bionic EMP arm	ein installierter fortschrittlicher bionischer EMP-Arm	先進的なバイオニックEMPアームを設置	zainstalowane zaawansowane bioniczne ramię EMP	un brazo EMP biónico avanzado instalado	un bras EMP bionique avancé installé	安装先进的仿生电磁脉冲臂	un braccio EMP bionico avanzato installato	설치된 고급 생체공학 EMP 팔	um braço EMP biônico avançado instalado	установленная усовершенствованная бионическая рука с ЭМИ	встановлена ​​передова біонічна рука EMP	un braç EMP biònic avançat instal·lat	安装先进的仿生电磁脉冲臂	instalované pokročilé bionické EMP rameno	en installeret avanceret bionisk EMP-arm	een geïnstalleerde geavanceerde bionische EMP-arm	paigaldatud täiustatud biooniline EMP käsi	asennettu edistyksellinen bioninen EMP-varsi	έναν εγκατεστημένο προηγμένο βιονικό βραχίονα EMP	telepített fejlett bionikus EMP kar	en installert avansert bionisk EMP-arm	um braço EMP biônico avançado instalado	un braț EMP bionic avansat instalat	nainštalované pokročilé bionické EMP rameno	un brazo EMP biónico avanzado instalado	en installerad avancerad bionisk EMP-arm	kurulu bir gelişmiş biyonik EMP kolu
HediffDef&KokuAdvancedBionicEMPArm.description	An installed advanced bionic EMP arm.	Ein installierter fortschrittlicher bionischer EMP-Arm.	先進的なバイオニックEMPアームを搭載。	Zainstalowane zaawansowane bioniczne ramię EMP.	Un brazo EMP biónico avanzado instalado.	Un bras EMP bionique avancé installé.	安装了先进的仿生电磁脉冲臂。	Un braccio EMP bionico avanzato installato.	설치된 고급 생체공학 EMP 팔.	Um braço EMP biônico avançado instalado.	Установленная усовершенствованная бионическая рука с ЭМИ.	Встановлена ​​передова біонічна рука EMP.	Un braç EMP biònic avançat instal·lat.	安装了先进的仿生电磁脉冲臂。	Instalované pokročilé bionické EMP rameno.	En installeret avanceret bionisk EMP-arm.	Een geïnstalleerde geavanceerde bionische EMP-arm.	Paigaldatud täiustatud biooniline EMP-vars.	Asennettu edistyksellinen bioninen EMP-varsi.	Ένα εγκατεστημένο προηγμένο βιονικό βραχίονα EMP.	Beépített fejlett bionikus EMP kar.	En installert avansert bionisk EMP-arm.	Um braço EMP biônico avançado instalado.	Un braț EMP bionic avansat instalat.	Inštalované pokročilé bionické EMP rameno.	Un brazo EMP biónico avanzado instalado.	En installerad avancerad bionisk EMP-arm.	Kurulu bir gelişmiş biyonik EMP kolu.
HediffDef&KokuAdvancedBionicEMPArm.comps.tools.advanced bionic EMP arm.label	advanced bionic EMP arm	fortschrittlicher bionischer EMP-Arm	先進的なバイオニックEMPアーム	zaawansowane bioniczne ramię EMP	brazo EMP biónico avanzado	bras EMP bionique avancé	先进的仿生电磁脉冲臂	braccio EMP bionico avanzato	고급 생체공학 EMP 팔	braço EMP biônico avançado	усовершенствованная бионическая рука с ЭМИ	передова біонічна рука EMP	braç EMP biònic avançat	先进的仿生电磁脉冲臂	pokročilé bionické EMP rameno	avanceret bionisk EMP-arm	geavanceerde bionische EMP-arm	täiustatud biooniline EMP käsi	kehittynyt bioninen EMP-varsi	προηγμένος βιονικός βραχίονας EMP	fejlett bionikus EMP kar	avansert bionisk EMP-arm	braço EMP biônico avançado	braț EMP bionic avansat	pokročilé bionické EMP rameno	brazo EMP biónico avanzado	avancerad bionisk EMP-arm	gelişmiş biyonik EMP kolu
HediffDef&KokuAdvancedBionicIncendiaryArm.label	Advanced bionic incendiary arm	Fortschrittlicher bionischer Brandarm	先進的なバイオニック焼夷兵器	Zaawansowane bioniczne ramię zapalające	Brazo incendiario biónico avanzado	Bras incendiaire bionique avancé	先进仿生燃烧臂	Braccio incendiario bionico avanzato	고급 생체 공학 방화 팔	Braço incendiário biônico avançado	Усовершенствованная бионическая зажигательная рука	Удосконалена біонічна запальна рука	Braç incendiari biònic avançat	先进仿生燃烧臂	Pokročilé bionické zápalné rameno	Avanceret bionisk brandarm	Geavanceerde bionische brandgevaarlijke arm	Täiustatud biooniline süütevars	Kehittynyt bioninen sytytysvarsi	Προηγμένος βιονικός εμπρηστικός βραχίονας	Fejlett bionikus gyújtókar	Avansert bionisk brennende arm	Braço incendiário biônico avançado	Braț incendiar bionic avansat	Pokročilé bionické zápalné rameno	Brazo incendiario biónico avanzado	Avancerad bionisk brandarm	Gelişmiş biyonik yangın çıkarıcı kol
HediffDef&KokuAdvancedBionicIncendiaryArm.labelNoun	an installed advanced bionic incendiary arm	ein installierter fortschrittlicher bionischer Brandarm	設置された先進的なバイオニック焼夷アーム	zainstalowane zaawansowane bioniczne ramię zapalające	un brazo incendiario biónico avanzado instalado	un bras incendiaire bionique avancé installé	安装的先进仿生燃烧臂	un braccio incendiario bionico avanzato installato	설치된 첨단 생체 공학 소이 팔	um braço incendiário biônico avançado instalado	установленная усовершенствованная бионическая зажигательная рука	встановлена ​​передова біонічна запальна зброя	un braç incendiari biònic avançat instal·lat	安装的先进仿生燃烧臂	instalované pokročilé bionické zápalné rameno	en installeret avanceret bionisk brandarm	een geïnstalleerde geavanceerde bionische brandgevaarlijke arm	paigaldatud täiustatud biooniline süüteõlg	asennettu edistynyt bioninen sytytysvarsi	εγκατεστημένο προηγμένο βιονικό εμπρηστικό βραχίονα	telepített fejlett bionikus gyújtókar	en installert avansert bionisk brannarm	um braço incendiário biônico avançado instalado	un braț incendiar bionic avansat instalat	nainštalované pokročilé bionické zápalné rameno	un brazo incendiario biónico avanzado instalado	en installerad avancerad bionisk brandarm	kurulu gelişmiş biyonik yangın çıkarıcı kol
HediffDef&KokuAdvancedBionicIncendiaryArm.description	An installed advanced bionic incendiary arm.	Ein installierter fortschrittlicher bionischer Brandarm.	設置された先進的なバイオニック焼夷アーム。	Zainstalowane zaawansowane bioniczne ramię zapalające.	Un brazo incendiario biónico avanzado instalado.	Un bras incendiaire bionique avancé installé.	安装了先进的仿生燃烧臂。	Un braccio incendiario bionico avanzato installato.	설치된 첨단 생체 공학 소이 팔.	Um braço incendiário biônico avançado instalado.	Установлена ​​усовершенствованная бионическая зажигательная рука.	Встановлена ​​вдосконалена біонічна запальна зброя.	Un braç incendiari biònic avançat instal·lat.	安装了先进的仿生燃烧臂。	Instalované pokročilé bionické zápalné rameno.	En installeret avanceret bionisk brandarm.	Een geïnstalleerde geavanceerde bionische brandgevaarlijke arm.	Paigaldatud täiustatud biooniline süüteõlg.	Asennettu edistyksellinen bioninen sytytysvarsi.	Εγκατεστημένος προηγμένος βιονικός εμπρηστικός βραχίονας.	Beépített fejlett bionikus gyújtókar.	En installert avansert bionisk brannarm.	Um braço incendiário biônico avançado instalado.	Un braț incendiar bionic avansat instalat.	Inštalované pokročilé bionické zápalné rameno.	Un brazo incendiario biónico avanzado instalado.	En installerad avancerad bionisk brandarm.	Kurulu bir gelişmiş biyonik yangın çıkarıcı kol.
HediffDef&KokuAdvancedBionicIncendiaryArm.comps.tools.advanced bionic incendiary arm.label	advanced bionic incendiary arm	fortschrittlicher bionischer Brandarm	先進的なバイオニック焼夷兵器	zaawansowane bioniczne ramię zapalające	brazo incendiario biónico avanzado	bras incendiaire bionique avancé	先进仿生燃烧臂	braccio incendiario bionico avanzato	고급 생체 공학 방화 팔	braço incendiário biônico avançado	усовершенствованная бионическая зажигательная рука	вдосконалена біонічна запальна зброя	braç incendiari biònic avançat	先进仿生燃烧臂	pokročilé bionické zápalné rameno	avanceret bionisk brandarm	geavanceerde bionische brandgevaarlijke arm	täiustatud biooniline süütekäsi	kehittynyt bioninen sytytysvarsi	προηγμένο βιονικό εμπρηστικό βραχίονα	fejlett bionikus gyújtókar	avansert bionisk brennende arm	braço incendiário biônico avançado	braț incendiar bionic avansat	pokročilé bionické zápalné rameno	brazo incendiario biónico avanzado	avancerad bionisk brandarm	gelişmiş biyonik yangın çıkarıcı kol
