Key	en	de	ja	pl	es	fr	zh-Hans	it	ko	pt	ru	uk	ca	zh	cs	da	nl	et	fi	el	hu	no	pt-BR	ro	sk	es-419	sv	tr
HediffDef&KokuV1FarmerSkullImplant.label	V1 farmer skull implant	V1 Bauernschädelimplantat	V1 ファーマー頭蓋骨インプラント	Implant czaszki rolnika V1	Implante de cráneo de granjero V1	Implant de crâne d'agriculteur V1	V1 农民头骨植入物	Impianto di cranio di contadino V1	V1 농부 두개골 임플란트	Implante de crânio de fazendeiro V1	Имплантат черепа фермера V1	Імплантат черепа фермера V1	Implant crani granger V1	V1 农民头骨植入物	Implantát farmářské lebky V1	V1 farmer kranieimplantat	V1 boerenschedelimplantaat	V1 farmer kolju implantaat	V1 viljelijän kalloimplantti	V1 εμφύτευμα κρανίου αγρότη	V1 farmer koponya implantátum	V1 farmer hodeskalleimplantat	Implante de crânio de fazendeiro V1	Implant de craniu fermier V1	Implantát farmárskej lebky V1	Implante de cráneo de granjero V1	V1 farmer skalleimplantat	V1 çiftçi kafatası implantı
HediffDef&KokuV1FarmerSkullImplant.description	An installed V1 farmer skull implant.	Ein installiertes V1-Farmer-Schädelimplantat.	取り付けられた V1 ファーマー頭蓋骨インプラント。	Zainstalowany implant czaszki rolnika V1.	Un implante de cráneo de granjero V1 instalado.	Un implant crânien de fermier V1 installé.	已安装的 V1 农民头骨植入物。	Un impianto cranico di contadino V1 installato.	설치된 V1 농부 두개골 임플란트.	Um implante de crânio de fazendeiro V1 instalado.	Установлен имплантат черепа фермера V1.	Встановлений імплантат черепа фермера V1.	Un implant de crani granger V1 instal·lat.	已安装的 V1 农民头骨植入物。	Instalovaný implantát farmářské lebky V1.	Et installeret V1 farmer kranieimplantat.	Een geïnstalleerd V1-boerenschedelimplantaat.	Paigaldatud V1 farmeri koljuimplantaat.	Asennettu V1 viljelijän kalloimplantti.	Εγκατεστημένο V1 εμφύτευμα κρανίου αγρότη.	Beépített V1 farmer koponyaimplantátum.	Et installert V1 farmer hodeskalleimplantat.	Um implante de crânio de fazendeiro V1 instalado.	Un implant de craniu fermier V1 instalat.	Inštalovaný implantát lebky farmára V1.	Un implante de cráneo de granjero V1 instalado.	Ett installerat V1 farmer skalleimplantat.	Kurulu bir V1 çiftçi kafatası implantı.
HediffDef&KokuV2FarmerSkullImplant.label	V2 farmer skull implant	V2-Bauernschädelimplantat	V2 ファーマー頭蓋骨インプラント	Implant czaszki rolnika V2	Implante de cráneo de granjero V2	Implant de crâne d'agriculteur V2	V2 农民头骨植入物	Impianto di cranio di contadino V2	V2 농부 두개골 임플란트	Implante de crânio de fazendeiro V2	Имплантат черепа фермера V2	Імплантат черепа фермера V2	Implant crani granger V2	V2 农民头骨植入物	Implantát farmářské lebky V2	V2 farmer kranieimplantat	V2 boerenschedelimplantaat	V2 farmer kolju implantaat	V2 viljelijän kalloimplantti	V2 εμφύτευμα κρανίου αγρότη	V2 farmer koponya implantátum	V2 farmer hodeskalleimplantat	Implante de crânio de fazendeiro V2	Implant cranian fermier V2	Implantát farmárskej lebky V2	Implante de cráneo de granjero V2	V2 farmer skalleimplantat	V2 çiftçi kafatası implantı
HediffDef&KokuV2FarmerSkullImplant.description	An installed V2 farmer implant.	Ein installiertes V2-Farmer-Implantat.	インストールされた V2 ファーマー インプラント。	Zainstalowany implant rolnika V2.	Un implante de granjero V2 instalado.	Un implant agricole V2 installé.	已安装的 V2 farmer 植入物。	Un impianto agricolo V2 installato.	V2 파머 임플란트가 설치된 모습입니다.	Um implante agricultor V2 instalado.	Установлен фермерский имплант V2.	Встановлений фермерський імплантат V2.	Un implant agricultor V2 instal·lat.	已安装的 V2 farmer 植入物。	Instalovaný farmářský implantát V2.	Et installeret V2 farmer implantat.	Een geïnstalleerd V2-boerenimplantaat.	Paigaldatud V2 farmeri implantaat.	Asennettu V2 viljelijän implantti.	Ένα εγκατεστημένο εμφύτευμα V2 farmer.	Beépített V2 farmer implantátum.	Et installert V2 farmer-implantat.	Um implante agricultor V2 instalado.	Un implant fermier V2 instalat.	Inštalovaný farmársky implantát V2.	Un implante de granjero V2 instalado.	Ett installerat V2 farmer-implantat.	Kurulu bir V2 çiftçi implantı.
HediffDef&KokuV3FarmerSkullImplant.label	V3 farmer skull implant	V3-Bauernschädelimplantat	V3 ファーマー頭蓋骨インプラント	Implant czaszki rolnika V3	Implante de cráneo de granjero V3	Implant de crâne d'agriculteur V3	V3 农民头骨植入物	Impianto di cranio di contadino V3	V3 농부 두개골 임플란트	Implante de crânio de fazendeiro V3	Имплантат черепа фермера V3	Імплантат черепа фермера V3	Implant crani granger V3	V3 农民头骨植入物	Implantát farmářské lebky V3	V3 farmer kranieimplantat	V3 boerenschedelimplantaat	V3 farmer kolju implantaat	V3 viljelijän kalloimplantti	V3 εμφύτευμα κρανίου αγρότη	V3 farmer koponya implantátum	V3 farmer hodeskalleimplantat	Implante de crânio de fazendeiro V3	Implant cranian fermier V3	Implantát farmárskej lebky V3	Implante de cráneo de granjero V3	V3 farmer skalleimplantat	V3 çiftçi kafatası implantı
HediffDef&KokuV3FarmerSkullImplant.description	An installed V3 farmer skull implant.	Ein installiertes V3-Farmer-Schädelimplantat.	取り付けられた V3 ファーマー頭蓋骨インプラント。	Zainstalowany implant czaszki rolnika V3.	Un implante de cráneo de granjero V3 instalado.	Un implant crânien de fermier V3 installé.	已安装的 V3 农民头骨植入物。	Un impianto cranico di contadino V3 installato.	설치된 V3 농부 두개골 임플란트.	Um implante de crânio de fazendeiro V3 instalado.	Установлен имплант черепа фермера V3.	Встановлений імплантат черепа фермера V3.	Un implant de crani granger V3 instal·lat.	已安装的 V3 农民头骨植入物。	Instalovaný implantát farmářské lebky V3.	Et installeret V3 farmer kranieimplantat.	Een geïnstalleerd V3-boerenschedelimplantaat.	Paigaldatud V3 farmeri koljuimplantaat.	Asennettu V3 viljelijän kalloimplantti.	Εγκατεστημένο V3 εμφύτευμα κρανίου αγρότη.	Beépített V3 farmer koponyaimplantátum.	Et installert V3 farmer hodeskalleimplantat.	Um implante de crânio de fazendeiro V3 instalado.	Un implant de craniu fermier V3 instalat.	Inštalovaný implantát farmárskej lebky V3.	Un implante de cráneo de granjero V3 instalado.	Ett installerat V3 farmer skalleimplantat.	Kurulu bir V3 çiftçi kafatası implantı.
HediffDef&KokuV1RancherSkullImplant.label	V1 rancher skull implant	V1 Rancher-Schädelimplantat	V1 ランチャー頭蓋骨インプラント	Implant czaszki farmera V1	Implante de cráneo ranchero V1	Implant crânien d'éleveur V1	V1 牧场主头骨植入物	Impianto del cranio del rancher V1	V1 랜처 두개골 임플란트	Implante de crânio de fazendeiro V1	Имплантат черепа владельца ранчо V1	Імплантат черепа ранчера V1	Implant crani de ranxer V1	V1 牧场主头骨植入物	Implantát lebky rančera V1	V1 rancher kranieimplantat	V1 rancher schedelimplantaat	V1 Rancheri kolju implantaat	V1 rancherin kalloimplantti	Εμφύτευμα κρανίου V1 rancher	V1 rancher koponya implantátum	V1 rancher hodeskalleimplantat	Implante de crânio de fazendeiro V1	Implant cranian rancher V1	Implantát lebky rančera V1	Implante de cráneo ranchero V1	V1 rancher skalleimplantat	V1 çiftçi kafatası implantı
HediffDef&KokuV1RancherSkullImplant.description	An installed V1 rancher skull implant.	Ein installiertes V1-Rancher-Schädelimplantat.	取り付けられた V1 ランチャー頭蓋骨インプラント。	Zainstalowany implant czaszki farmera V1.	Un implante de cráneo ranchero V1 instalado.	Un implant crânien de rancher V1 installé.	已安装的 V1 牧场主头骨植入物。	Un impianto del cranio di un allevatore V1 installato.	설치된 V1 목장주 두개골 임플란트.	Um implante de crânio de fazendeiro V1 instalado.	Установлен имплантат черепа владельца ранчо V1.	Встановлений імплантат черепа ранчера V1.	Un implant de crani de granger V1 instal·lat.	已安装的 V1 牧场主头骨植入物。	Instalovaný implantát lebky rančera V1.	Et installeret V1 rancher kranieimplantat.	Een geïnstalleerd V1 rancher-schedelimplantaat.	Paigaldatud V1 ranteri koljuimplantaat.	Asennettu V1 rancherin kalloimplantti.	Ένα εγκατεστημένο εμφύτευμα κρανίου V1 rancher.	Beépített V1 rancher koponya implantátum.	Et installert V1 rancher hodeskalleimplantat.	Um implante de crânio de fazendeiro V1 instalado.	Un implant cranian rancher V1 instalat.	Inštalovaný implantát lebky rančera V1.	Un implante de cráneo ranchero V1 instalado.	Ett installerat V1 rancher skalleimplantat.	Kurulu bir V1 çiftlik sahibi kafatası implantı.
HediffDef&KokuV2RancherSkullImplant.label	V2 rancher skull implant	V2 Rancher-Schädelimplantat	V2 ランチャー頭蓋骨インプラント	Implant czaszki farmera V2	Implante de cráneo ranchero V2	Implant crânien d'éleveur V2	V2 牧场主头骨植入物	Impianto del cranio del rancher V2	V2 랜처 두개골 임플란트	Implante de crânio de fazendeiro V2	Имплантат черепа владельца ранчо V2	Імплантат черепа ранчера V2	Implant crani rancher V2	V2 牧场主头骨植入物	Implantát lebky rančera V2	V2 rancher kranieimplantat	V2 rancher-schedelimplantaat	V2 ranteri kolju implantaat	V2 rancherin kalloimplantti	Εμφύτευμα κρανίου V2 rancher	V2 rancher koponya implantátum	V2 rancher hodeskalleimplantat	Implante de crânio de fazendeiro V2	Implant cranian rancher V2	Implantát lebky rančera V2	Implante de cráneo ranchero V2	V2 rancher skalleimplantat	V2 çiftçi kafatası implantı
HediffDef&KokuV2RancherSkullImplant.description	An installed V2 rancher implant.	Ein installiertes V2-Rancher-Implantat.	V2 ランチャー インプラントが取り付けられています。	Zainstalowany implant farmera V2.	Un implante ranchero V2 instalado.	Un implant rancher V2 installé.	已安装的 V2 rancher 植入物。	Un impianto rancher V2 installato.	설치된 V2 랜처 임플란트.	Um implante rancher V2 instalado.	Установлен имплант владельца ранчо V2.	Встановлений імплантат V2 Rancher.	Un implant ramader V2 instal·lat.	已安装的 V2 rancher 植入物。	Instalovaný rančerský implantát V2.	Et installeret V2 rancher-implantat.	Een geïnstalleerd V2 rancher-implantaat.	Paigaldatud V2 rantjee implantaat.	Asennettu V2 rancher -implantti.	Ένα εγκατεστημένο εμφύτευμα V2 rancher.	Beépített V2 rancher implantátum.	Et installert V2 rancher-implantat.	Um implante rancher V2 instalado.	Un implant fermier V2 instalat.	Inštalovaný rancher implantát V2.	Un implante ranchero V2 instalado.	Ett installerat V2 rancher-implantat.	Kurulu bir V2 rancher implantı.
HediffDef&KokuV3RancherSkullImplant.label	V3 rancher skull implant	V3 Rancher-Schädelimplantat	V3 ランチャー頭蓋骨インプラント	Implant czaszki farmera V3	Implante de cráneo ranchero V3	Implant crânien d'éleveur V3	V3牧场主头骨植入物	Impianto del cranio del rancher V3	V3 랜처 두개골 임플란트	Implante de crânio de fazendeiro V3	Имплантат черепа владельца ранчо V3	Імплантат черепа ранчера V3	Implant de crani rancher V3	V3牧场主头骨植入物	Implantát lebky rančera V3	V3 rancher kranieimplantat	V3 rancher schedelimplantaat	V3 ranteri koljuimplant	V3 rancherin kalloimplantti	Εμφύτευμα κρανίου V3 rancher	V3 rancher koponya implantátum	V3 rancher hodeskalleimplantat	Implante de crânio de fazendeiro V3	Implant cranian rancher V3	Implantát lebky rančera V3	Implante de cráneo ranchero V3	V3 rancher skalleimplantat	V3 çiftçi kafatası implantı
HediffDef&KokuV3RancherSkullImplant.description	An installed V3 rancher skull implant.	Ein installiertes V3-Rancher-Schädelimplantat.	取り付けられた V3 ランチャー頭蓋骨インプラント。	Zainstalowany implant czaszki farmera V3.	Un implante de cráneo ranchero V3 instalado.	Un implant crânien de rancher V3 installé.	已安装的 V3 牧场主头骨植入物。	Un impianto del cranio di un allevatore V3 installato.	설치된 V3 랜처 두개골 임플란트.	Um implante de crânio de fazendeiro V3 instalado.	Установлен имплант черепа владельца ранчо V3.	Встановлений імплантат черепа ранчера V3.	Un implant de crani rancher V3 instal·lat.	已安装的 V3 牧场主头骨植入物。	Instalovaný implantát lebky rančera V3.	Et installeret V3 rancher kranieimplantat.	Een geïnstalleerd V3 rancher-schedelimplantaat.	Paigaldatud V3 ranteri koljuimplantaat.	Asennettu V3 rancherin kalloimplantti.	Ένα εγκατεστημένο εμφύτευμα κρανίου V3 rancher.	Beépített V3 rancher koponya implantátum.	Et installert V3 rancher hodeskalleimplantat.	Um implante de crânio de fazendeiro V3 instalado.	Un implant de craniu rancher V3 instalat.	Inštalovaný implantát lebky rančera V3.	Un implante de cráneo ranchero V3 instalado.	Ett installerat V3 rancher skalleimplantat.	Kurulu bir V3 çiftlik sahibi kafatası implantı.
HediffDef&KokuV1ChefSkullImplant.label	V1 chef skull implant	V1 Chef-Schädelimplantat	V1 シェフ頭蓋骨インプラント	Implant czaszki szefa kuchni V1	Implante de cráneo de chef V1	Implant de crâne de chef V1	V1厨师头骨植入物	Impianto del cranio dello chef V1	V1 셰프 두개골 임플란트	Implante de crânio de chef V1	Имплантат черепа шеф-повара V1	Імплантат черепа шеф-кухаря V1	Implant de crani de xef V1	V1厨师头骨植入物	Implantát lebky šéfkuchaře V1	V1 kokkekranieimplantat	V1 chef-schedelimplantaat	V1 peakoka koljuimplantaat	V1-kokin kalloimplantti	Εμφύτευμα κρανίου σεφ V1	V1 chef koponya implantátum	V1 kokkeskalleimplantat	Implante de crânio de chef V1	Implant de craniu V1 chef	Implantát lebky šéfkuchára V1	Implante de cráneo de chef V1	V1 kockskalleimplantat	V1 şef kafatası implantı
